path,archetype
ArtemisArt/dali - salvador-dali_1904/dali_22.jpg,12
ArtemisArt/dali - salvador-dali_1904/dali_3.jpg,14
ArtemisArt/dali - salvador-dali_1904/dali_37.jpg,9
ArtemisArt/dali - salvador-dali_1904/dali_9.jpg,14
ArtemisArt/daubigny - charles-francois-daubigny_1817/daubigny_16.jpg,14
ArtemisArt/daubigny - charles-francois-daubigny_1817/daubigny_6.jpg,14
ArtemisArt/david-g - gheeraedt-janszoon-dit-gerard-david_1400/david-g_13.jpg,14
ArtemisArt/david-g - gheeraedt-janszoon-dit-gerard-david_1400/david-g_3.jpg,14
ArtemisArt/david-jl - jacques-louis-david_1748/david-jl_10.jpg,14
ArtemisArt/david-jl - jacques-louis-david_1748/david-jl_18.jpg,14
ArtemisArt/david-jl - jacques-louis-david_1748/david-jl_25.jpg,14
ArtemisArt/david-jl - jacques-louis-david_1748/david-jl_32.jpg,14
ArtemisArt/david-jl - jacques-louis-david_1748/david-jl_4.jpg,14
ArtemisArt/david-jl - jacques-louis-david_1748/david-jl_47.jpg,14
ArtemisArt/david-jl - jacques-louis-david_1748/david-jl_54.jpg,9
ArtemisArt/david-jl - jacques-louis-david_1748/david-jl_61.jpg,10
ArtemisArt/david-jl - jacques-louis-david_1748/david-jl_69.jpg,2
ArtemisArt/david-jl - jacques-louis-david_1748/david-jl_76.jpg,4
ArtemisArt/davidson - colin-davidson_1968/davidson_11.jpg,14
ArtemisArt/davidson - colin-davidson_1968/davidson_2.jpg,14
ArtemisArt/de-boulogne - jean-valentin-dit-valentin-de-boulogne_1591/de-boulogne_1.jpg,14
ArtemisArt/de-boulogne - jean-valentin-dit-valentin-de-boulogne_1591/de-boulogne_7.jpg,14
ArtemisArt/de-chazal - malcolm-de-chazal_1902/de-chazal_14.jpg,11
ArtemisArt/de-chazal - malcolm-de-chazal_1902/de-chazal_21.jpg,11
ArtemisArt/de-chazal - malcolm-de-chazal_1902/de-chazal_29.jpg,13
ArtemisArt/de-chazal - malcolm-de-chazal_1902/de-chazal_7.jpg,11
ArtemisArt/de-flandres - jean-de-flandres_1465/de-flandres_3.jpg,15
ArtemisArt/de-hooch - pieter-de-hooch_1629/de-hooch_2.jpg,10
ArtemisArt/de-kooning - willem-de-kooning_1904/de-kooning_1.jpg,14
ArtemisArt/de-kooning - willem-de-kooning_1904/de-kooning_17.jpg,14
ArtemisArt/de-kooning - willem-de-kooning_1904/de-kooning_8.jpg,14
ArtemisArt/de-la-tour - georges-de-la-tour_1640/de-la-tour_15.jpg,14
ArtemisArt/de-la-tour - georges-de-la-tour_1640/de-la-tour_22.jpg,14
ArtemisArt/de-la-tour - georges-de-la-tour_1640/de-la-tour_3.jpg,14
ArtemisArt/de-la-tour - georges-de-la-tour_1640/de-la-tour_37.jpg,14
ArtemisArt/de-la-tour - georges-de-la-tour_1640/de-la-tour_6.jpg,14
ArtemisArt/de-souza-cardoso - amedeo-de-souza-cardoso_1887/de-souza-cardoso_13.jpg,10
ArtemisArt/de-souza-cardoso - amedeo-de-souza-cardoso_1887/de-souza-cardoso_20.jpg,14
ArtemisArt/de-souza-cardoso - amedeo-de-souza-cardoso_1887/de-souza-cardoso_28.jpg,8
ArtemisArt/de-souza-cardoso - amedeo-de-souza-cardoso_1887/de-souza-cardoso_35.jpg,14
ArtemisArt/de-souza-cardoso - amedeo-de-souza-cardoso_1887/de-souza-cardoso_6.jpg,2
ArtemisArt/de-stael - nicolas-de-stael_1914/de-stael_13.jpg,14
ArtemisArt/de-stael - nicolas-de-stael_1914/de-stael_20.jpg,14
ArtemisArt/de-stael - nicolas-de-stael_1914/de-stael_28.jpg,2
ArtemisArt/de-stael - nicolas-de-stael_1914/de-stael_35.jpg,9
ArtemisArt/de-stael - nicolas-de-stael_1914/de-stael_42.jpg,14
ArtemisArt/de-vos-c - cornelis-de-vos_1585/de-vos_10.jpg,14
ArtemisArt/de-vos-c - cornelis-de-vos_1585/de-vos_6.jpg,10
ArtemisArt/de-vos-m - martin-de-vos_1532/de-vos-m_4.jpg,10
ArtemisArt/decamps - alexandre-gabriel-decamps_1803/decamps_11.jpg,14
ArtemisArt/decamps - alexandre-gabriel-decamps_1803/decamps_19.jpg,10
ArtemisArt/decamps - alexandre-gabriel-decamps_1803/decamps_26.jpg,14
ArtemisArt/decamps - alexandre-gabriel-decamps_1803/decamps_9.jpg,10
ArtemisArt/degas - edgar-degas_1834/degas_16.jpg,14
ArtemisArt/degas - edgar-degas_1834/degas_23.jpg,14
ArtemisArt/degas - edgar-degas_1834/degas_30.jpg,14
ArtemisArt/degas - edgar-degas_1834/degas_4.jpg,14
ArtemisArt/degottex - jean-degottex_1914/degottex_3.jpg,14
ArtemisArt/del-biondo - giovanni-del-biondo_1356/del-biondo_10.jpg,5
ArtemisArt/del-biondo - giovanni-del-biondo_1356/del-biondo_18.jpg,12
ArtemisArt/del-biondo - giovanni-del-biondo_1356/del-biondo_3.jpg,13
ArtemisArt/del-piombo  - sebastiano-luciani-dit-del-piombo_1485/del-piombo_10.jpg,14
ArtemisArt/del-piombo  - sebastiano-luciani-dit-del-piombo_1485/del-piombo_9.jpg,14
ArtemisArt/del-sarto - andrea-d-agnolo-di-francesco-dit-del-sarto_1486/del-sarto_16.jpg,14
ArtemisArt/del-sarto - andrea-d-agnolo-di-francesco-dit-del-sarto_1486/del-sarto_23.jpg,14
ArtemisArt/del-sarto - andrea-d-agnolo-di-francesco-dit-del-sarto_1486/del-sarto_30.jpg,9
ArtemisArt/del-sarto - andrea-d-agnolo-di-francesco-dit-del-sarto_1486/del-sarto_38.jpg,14
ArtemisArt/del-sarto - andrea-d-agnolo-di-francesco-dit-del-sarto_1486/del-sarto_45.jpg,14
ArtemisArt/del-sarto - andrea-d-agnolo-di-francesco-dit-del-sarto_1486/del-sarto_52.jpg,14
ArtemisArt/del-sellaio - jacopo-del-sellaio_1442/del-sellaio_2.jpg,14
ArtemisArt/delacroix - eugene-delacroix_1798/delacroix_1.jpg,14
ArtemisArt/delacroix - eugene-delacroix_1798/delacroix_17.jpg,10
ArtemisArt/delacroix - eugene-delacroix_1798/delacroix_24.jpg,14
ArtemisArt/delacroix - eugene-delacroix_1798/delacroix_31.jpg,10
ArtemisArt/delacroix - eugene-delacroix_1798/delacroix_39.jpg,14
ArtemisArt/delacroix - eugene-delacroix_1798/delacroix_46.jpg,14
ArtemisArt/delacroix - eugene-delacroix_1798/delacroix_53.jpg,14
ArtemisArt/delacroix - eugene-delacroix_1798/delacroix_60.jpg,13
ArtemisArt/delacroix - eugene-delacroix_1798/delacroix_68.jpg,14
ArtemisArt/delacroix - eugene-delacroix_1798/delacroix_75.jpg,10
ArtemisArt/delacroix - eugene-delacroix_1798/delacroix_82.jpg,14
ArtemisArt/delaunay-je - jules-elie-delaunay_1828/delaunay-je_4.jpg,14
ArtemisArt/delaunay-r - robert-delaunay_1885/delaunay-r_12.jpg,14
ArtemisArt/delaunay-r - robert-delaunay_1885/delaunay-r_2.jpg,14
ArtemisArt/delaunay-r - robert-delaunay_1885/delaunay-r_27.jpg,14
ArtemisArt/delaunay-r - robert-delaunay_1885/delaunay-r_34.jpg,15
ArtemisArt/delaunay-r - robert-delaunay_1885/delaunay-r_41.jpg,14
ArtemisArt/delaunay-s - sarah-sonia-stern-terk-dite-delaunay_1885/delaunay-s_11.jpg,14
ArtemisArt/delaunay-s - sarah-sonia-stern-terk-dite-delaunay_1885/delaunay-s_19.jpg,8
ArtemisArt/delaunay-s - sarah-sonia-stern-terk-dite-delaunay_1885/delaunay-s_26.jpg,14
ArtemisArt/denis - maurice-denis_1870/denis_1.jpg,9
ArtemisArt/denis - maurice-denis_1870/denis_17.jpg,14
ArtemisArt/denis - maurice-denis_1870/denis_24.jpg,14
ArtemisArt/denis - maurice-denis_1870/denis_31.jpg,9
ArtemisArt/denis - maurice-denis_1870/denis_7.jpg,14
ArtemisArt/derain - andre-derain_1880/derain_14.jpg,14
ArtemisArt/derain - andre-derain_1880/derain_21.jpg,14
ArtemisArt/derain - andre-derain_1880/derain_29.jpg,10
ArtemisArt/derain - andre-derain_1880/derain_36.jpg,14
ArtemisArt/derain - andre-derain_1880/derain_43.jpg,14
ArtemisArt/desportes-f - alexandre-francois-desportes _1661/desportes-f_1.jpg,14
ArtemisArt/desportes-f - alexandre-francois-desportes _1661/desportes-f_17.jpg,14
ArtemisArt/desportes-f - alexandre-francois-desportes _1661/desportes-f_24.jpg,14
ArtemisArt/desportes-f - alexandre-francois-desportes _1661/desportes-f_31.jpg,14
ArtemisArt/desportes-f - alexandre-francois-desportes _1661/desportes-f_39.jpg,14
ArtemisArt/desportes-f - alexandre-francois-desportes _1661/desportes-f_46.jpg,14
ArtemisArt/desportes-f - alexandre-francois-desportes _1661/desportes-f_53.jpg,14
ArtemisArt/desportes-f - alexandre-francois-desportes _1661/desportes-f_60.jpg,14
ArtemisArt/devambez - andre-devambez_1867/devambez_11.jpg,14
ArtemisArt/devambez - andre-devambez_1867/devambez_19.jpg,-1
ArtemisArt/devambez - andre-devambez_1867/devambez_26.jpg,14
ArtemisArt/devambez - andre-devambez_1867/devambez_33.jpg,14
ArtemisArt/devambez - andre-devambez_1867/devambez_40.jpg,9
ArtemisArt/devambez - andre-devambez_1867/devambez_5.jpg,14
ArtemisArt/di-bicci-n - neri-di-bicci_1418/di-bicci-n_12.jpg,14
ArtemisArt/di-bicci-n - neri-di-bicci_1418/di-bicci-n_8.jpg,14
ArtemisArt/di-bonaguida - pacino-di-bonaguida_1280/di-bonaguida_7.jpg,15
ArtemisArt/di-cosimo - piero-di-lorenzo-ubaldini-dit-piero-di-cosimo_1462/di-cosimo_15.jpg,10
ArtemisArt/di-cosimo - piero-di-lorenzo-ubaldini-dit-piero-di-cosimo_1462/di-cosimo_22.jpg,9
ArtemisArt/di-credi - lorenzo-di-credi_1458/di-credi_1.jpg,14
ArtemisArt/di-credi - lorenzo-di-credi_1458/di-credi_17.jpg,14
ArtemisArt/di-credi - lorenzo-di-credi_1458/di-credi_7.jpg,14
ArtemisArt/di-giovanni - bartolomeo-di-giovanni_1450/di-giovanni_3.jpg,14
ArtemisArt/di-paolo - giovanni-di-paolo-di-grazia-ou-dal-poggio_1403/di-paolo_10.jpg,13
ArtemisArt/di-paolo - giovanni-di-paolo-di-grazia-ou-dal-poggio_1403/di-paolo_5.jpg,12
ArtemisArt/di-renzo - guido-di-renzo_1886/di-renzo_4.jpg,-1
ArtemisArt/dix - otto-dix_1891/dix_11.jpg,14
ArtemisArt/dix - otto-dix_1891/dix_19.jpg,12
ArtemisArt/dix - otto-dix_1891/dix_3.jpg,14
ArtemisArt/do-amaral - tarsila-do-amaral_1886/do-amaral_1.jpg,14
ArtemisArt/do-amaral - tarsila-do-amaral_1886/do-amaral_17.jpg,14
ArtemisArt/do-amaral - tarsila-do-amaral_1886/do-amaral_24.jpg,9
ArtemisArt/do-amaral - tarsila-do-amaral_1886/do-amaral_31.jpg,13
ArtemisArt/do-amaral - tarsila-do-amaral_1886/do-amaral_39.jpg,14
ArtemisArt/do-amaral - tarsila-do-amaral_1886/do-amaral_8.jpg,14
ArtemisArt/dolci - carlo-dolci_1616/dolci_4.jpg,14
ArtemisArt/dominguez - oscar-dominguez_1906/dominguez_11.jpg,15
ArtemisArt/dominguez - oscar-dominguez_1906/dominguez_9.jpg,14
ArtemisArt/donker - charles-donker_1940/donker_16.jpg,13
ArtemisArt/donker - charles-donker_1940/donker_6.jpg,14
ArtemisArt/dore - gustave-dore_1832/dore_13.jpg,14
ArtemisArt/dore - gustave-dore_1832/dore_20.jpg,14
ArtemisArt/dore - gustave-dore_1832/dore_3.jpg,14
ArtemisArt/dosso-dossi - giovanni-di-nicolo-de-lutero-dit-dosso-dossi_1486/dosso-dossi_10.jpg,14
ArtemisArt/dosso-dossi - giovanni-di-nicolo-de-lutero-dit-dosso-dossi_1486/dosso-dossi_6.jpg,10
ArtemisArt/dou - gerard-dou_1613/dou_2.jpg,12
ArtemisArt/douanier-rousseau - henri-rousseau-dit_1844/douanier-rousseau_1.jpg,14
ArtemisArt/douanier-rousseau - henri-rousseau-dit_1844/douanier-rousseau_17.jpg,14
ArtemisArt/douanier-rousseau - henri-rousseau-dit_1844/douanier-rousseau_24.jpg,10
ArtemisArt/douanier-rousseau - henri-rousseau-dit_1844/douanier-rousseau_31.jpg,14
ArtemisArt/douanier-rousseau - henri-rousseau-dit_1844/douanier-rousseau_39.jpg,14
ArtemisArt/douanier-rousseau - henri-rousseau-dit_1844/douanier-rousseau_46.jpg,14
ArtemisArt/douanier-rousseau - henri-rousseau-dit_1844/douanier-rousseau_53.jpg,14
ArtemisArt/drouais - francois-hubert-drouais_1727/drouais_1.jpg,14
ArtemisArt/drouais - francois-hubert-drouais_1727/drouais_4.jpg,14
ArtemisArt/dubufe-cm - claude-marie-dubufe_1790/dubufe-cm_3.jpg,10
ArtemisArt/dubuffet - jean-dubuffet_1901/dubuffet_10.jpg,0
ArtemisArt/dubuffet - jean-dubuffet_1901/dubuffet_18.jpg,14
ArtemisArt/dubuffet - jean-dubuffet_1901/dubuffet_25.jpg,13
ArtemisArt/dubuffet - jean-dubuffet_1901/dubuffet_9.jpg,-1
ArtemisArt/duccio - duccio-di-buoninsegna_1255/duccio_16.jpg,14
ArtemisArt/duccio - duccio-di-buoninsegna_1255/duccio_8.jpg,15
ArtemisArt/dufy - raoul-dufy_1877/dufy_15.jpg,10
ArtemisArt/dufy - raoul-dufy_1877/dufy_22.jpg,14
ArtemisArt/dufy - raoul-dufy_1877/dufy_3.jpg,14
ArtemisArt/dufy - raoul-dufy_1877/dufy_37.jpg,12
ArtemisArt/dufy - raoul-dufy_1877/dufy_44.jpg,14
ArtemisArt/dufy - raoul-dufy_1877/dufy_51.jpg,14
ArtemisArt/dughet - gaspard-dughet-ou-duguet-dit-le-guaspre_1615/dughet_10.jpg,10
ArtemisArt/dughet - gaspard-dughet-ou-duguet-dit-le-guaspre_1615/dughet_8.jpg,14
ArtemisArt/duplessis - joseph-silfrede-duplessis_1725/duplessis_6.jpg,5
ArtemisArt/durer - albrecht-durer_1471/durer_13.jpg,9
ArtemisArt/durer - albrecht-durer_1471/durer_20.jpg,14
ArtemisArt/edelfeld - albert-edelfelt_1854/edelfelt_1.jpg,14
ArtemisArt/edelfeld - albert-edelfelt_1854/edelfelt_17.jpg,14
ArtemisArt/edelfeld - albert-edelfelt_1854/edelfelt_24.jpg,9
ArtemisArt/edelfeld - albert-edelfelt_1854/edelfelt_31.jpg,14
ArtemisArt/edelfeld - albert-edelfelt_1854/edelfelt_39.jpg,14
ArtemisArt/edelfeld - albert-edelfelt_1854/edelfelt_8.jpg,10
ArtemisArt/eisner - anne-eisner_1911/eisner_6.jpg,9
ArtemisArt/el-glaoui - hassan-el-glaoui_1923/el-glaoui_5.jpg,15
ArtemisArt/el-lissitzky - lazar-lissitzky_1890/el-lissitzky_3.jpg,14
ArtemisArt/ensor - james-ensor_1860/ensor_10.jpg,14
ArtemisArt/ensor - james-ensor_1860/ensor_18.jpg,14
ArtemisArt/ensor - james-ensor_1860/ensor_7.jpg,14
ArtemisArt/ernst - max-ernst_1891/ernst_14.jpg,14
ArtemisArt/ernst - max-ernst_1891/ernst_21.jpg,14
ArtemisArt/ernst - max-ernst_1891/ernst_29.jpg,14
ArtemisArt/ernst - max-ernst_1891/ernst_36.jpg,14
ArtemisArt/ernst - max-ernst_1891/ernst_43.jpg,13
ArtemisArt/escher - maurits-cornelis-escher_1898/escher_1.jpg,15
ArtemisArt/escher - maurits-cornelis-escher_1898/escher_17.jpg,-1
ArtemisArt/escher - maurits-cornelis-escher_1898/escher_5.jpg,14
ArtemisArt/fantin-latour - henri-fantin-latour_1836/fantin-latour_12.jpg,14
ArtemisArt/fantin-latour - henri-fantin-latour_1836/fantin-latour_2.jpg,14
ArtemisArt/fantin-latour - henri-fantin-latour_1836/fantin-latour_27.jpg,14
ArtemisArt/fantin-latour - henri-fantin-latour_1836/fantin-latour_9.jpg,14
ArtemisArt/fattori - giovanni-fattori_1825/fattori_3.jpg,14
ArtemisArt/fautrier - jean-fautrier_1898/fautrier_10.jpg,14
ArtemisArt/fautrier - jean-fautrier_1898/fautrier_18.jpg,14
ArtemisArt/fautrier - jean-fautrier_1898/fautrier_25.jpg,14
ArtemisArt/fautrier - jean-fautrier_1898/fautrier_32.jpg,14
ArtemisArt/fautrier - jean-fautrier_1898/fautrier_4.jpg,14
ArtemisArt/flandrin-h - hippolyte-flandrin_1809/flandrin-h_1.jpg,12
ArtemisArt/flandrin-h - hippolyte-flandrin_1809/flandrin-h_17.jpg,9
ArtemisArt/flandrin-h - hippolyte-flandrin_1809/flandrin-h_3.jpg,14
ArtemisArt/fleury-richard - fleury-francois-richard-dit-fleury-richard_1777/fleury-richard_10.jpg,14
ArtemisArt/fleury-richard - fleury-francois-richard-dit-fleury-richard_1777/fleury-richard_6.jpg,14
ArtemisArt/fontana-lu - lucio-fontana_1899/fontana-lu_13.jpg,14
ArtemisArt/fontana-lu - lucio-fontana_1899/fontana-lu_20.jpg,14
ArtemisArt/fontana-lu - lucio-fontana_1899/fontana-lu_28.jpg,14
ArtemisArt/fontana-lu - lucio-fontana_1899/fontana-lu_35.jpg,14
ArtemisArt/fra-angelico - baccio-della-porta-ou-guido-di-pietro-dit_1417/fra-angelico_10.jpg,14
ArtemisArt/fra-angelico - baccio-della-porta-ou-guido-di-pietro-dit_1417/fra-angelico_107.jpg,14
ArtemisArt/fra-angelico - baccio-della-porta-ou-guido-di-pietro-dit_1417/fra-angelico_114.jpg,13
ArtemisArt/fra-angelico - baccio-della-porta-ou-guido-di-pietro-dit_1417/fra-angelico_121.jpg,14
ArtemisArt/fra-angelico - baccio-della-porta-ou-guido-di-pietro-dit_1417/fra-angelico_129.jpg,12
ArtemisArt/fra-angelico - baccio-della-porta-ou-guido-di-pietro-dit_1417/fra-angelico_136.jpg,14
ArtemisArt/fra-angelico - baccio-della-porta-ou-guido-di-pietro-dit_1417/fra-angelico_143.jpg,9
ArtemisArt/fra-angelico - baccio-della-porta-ou-guido-di-pietro-dit_1417/fra-angelico_150.jpg,14
ArtemisArt/fra-angelico - baccio-della-porta-ou-guido-di-pietro-dit_1417/fra-angelico_2.jpg,14
ArtemisArt/fra-angelico - baccio-della-porta-ou-guido-di-pietro-dit_1417/fra-angelico_27.jpg,15
ArtemisArt/fra-angelico - baccio-della-porta-ou-guido-di-pietro-dit_1417/fra-angelico_34.jpg,14
ArtemisArt/fra-angelico - baccio-della-porta-ou-guido-di-pietro-dit_1417/fra-angelico_41.jpg,14
ArtemisArt/fra-angelico - baccio-della-porta-ou-guido-di-pietro-dit_1417/fra-angelico_49.jpg,13
ArtemisArt/fra-angelico - baccio-della-porta-ou-guido-di-pietro-dit_1417/fra-angelico_56.jpg,12
ArtemisArt/fra-angelico - baccio-della-porta-ou-guido-di-pietro-dit_1417/fra-angelico_63.jpg,14
ArtemisArt/fra-angelico - baccio-della-porta-ou-guido-di-pietro-dit_1417/fra-angelico_70.jpg,13
ArtemisArt/fra-angelico - baccio-della-porta-ou-guido-di-pietro-dit_1417/fra-angelico_78.jpg,9
ArtemisArt/fra-angelico - baccio-della-porta-ou-guido-di-pietro-dit_1417/fra-angelico_85.jpg,12
ArtemisArt/fra-angelico - baccio-della-porta-ou-guido-di-pietro-dit_1417/fra-angelico_92.jpg,14
ArtemisArt/fra-bartolomeo - baccio-della-porta-dit-fra-bartolomeo_1473/fra-bartolomeo_1.jpg,14
ArtemisArt/fra-bartolomeo - baccio-della-porta-dit-fra-bartolomeo_1473/fra-bartolomeo_17.jpg,15
ArtemisArt/fra-bartolomeo - baccio-della-porta-dit-fra-bartolomeo_1473/fra-bartolomeo_24.jpg,14
ArtemisArt/fra-bartolomeo - baccio-della-porta-dit-fra-bartolomeo_1473/fra-bartolomeo_31.jpg,14
ArtemisArt/fra-bartolomeo - baccio-della-porta-dit-fra-bartolomeo_1473/fra-bartolomeo_39.jpg,14
ArtemisArt/fragonard - jean-honore-fragonard_1735/fragonard_10.jpg,14
ArtemisArt/fragonard - jean-honore-fragonard_1735/fragonard_18.jpg,14
ArtemisArt/fragonard - jean-honore-fragonard_1735/fragonard_25.jpg,9
ArtemisArt/fragonard - jean-honore-fragonard_1735/fragonard_33.jpg,14
ArtemisArt/fragonard - jean-honore-fragonard_1735/fragonard_40.jpg,9
ArtemisArt/fragonard - jean-honore-fragonard_1735/fragonard_48.jpg,14
ArtemisArt/fragonard - jean-honore-fragonard_1735/fragonard_55.jpg,14
ArtemisArt/fragonard - jean-honore-fragonard_1735/fragonard_7.jpg,14
ArtemisArt/francken - frans-francken-II-dit-le-jeune_1581/francken-II_3.jpg,10
ArtemisArt/freud - lucian-freud_1922/freud_10.jpg,14
ArtemisArt/freud - lucian-freud_1922/freud_7.jpg,14
ArtemisArt/freundlich - otto-freundlich_1878/freundlich_14.jpg,9
ArtemisArt/freundlich - otto-freundlich_1878/freundlich_21.jpg,14
ArtemisArt/freundlich - otto-freundlich_1878/freundlich_29.jpg,14
ArtemisArt/friant - emile-friant_1863/friant_1.jpg,14
ArtemisArt/friant - emile-friant_1863/friant_17.jpg,14
ArtemisArt/friant - emile-friant_1863/friant_24.jpg,14
ArtemisArt/friant - emile-friant_1863/friant_9.jpg,14
ArtemisArt/frize - bernard-frize_1954/frize_16.jpg,1
ArtemisArt/frize - bernard-frize_1954/frize_23.jpg,14
ArtemisArt/frize - bernard-frize_1954/frize_30.jpg,14
ArtemisArt/frize - bernard-frize_1954/frize_5.jpg,13
ArtemisArt/fromanger - gerard-fromanger_1939/fromanger_12.jpg,14
ArtemisArt/fromanger - gerard-fromanger_1939/fromanger_2.jpg,0
ArtemisArt/fromanger - gerard-fromanger_1939/fromanger_27.jpg,13
ArtemisArt/fromanger - gerard-fromanger_1939/fromanger_7.jpg,8
ArtemisArt/fussli - johann-heinrich-fussli_1741/fussli_14.jpg,10
ArtemisArt/fussli - johann-heinrich-fussli_1741/fussli_21.jpg,10
ArtemisArt/fussli - johann-heinrich-fussli_1741/fussli_29.jpg,10
ArtemisArt/fussli - johann-heinrich-fussli_1741/fussli_6.jpg,14
ArtemisArt/gabori - mirdidingkingathi-juwarnda-sally-gabori_1924/gabori_13.jpg,14
ArtemisArt/gabori - mirdidingkingathi-juwarnda-sally-gabori_1924/gabori_20.jpg,14
ArtemisArt/gabori - mirdidingkingathi-juwarnda-sally-gabori_1924/gabori_7.jpg,14
ArtemisArt/gabritschevsky - eugene-gabritschevsky_1893/gabritschevsky_14.jpg,13
ArtemisArt/gabritschevsky - eugene-gabritschevsky_1893/gabritschevsky_21.jpg,14
ArtemisArt/gabritschevsky - eugene-gabritschevsky_1893/gabritschevsky_3.jpg,14
ArtemisArt/gaddi-a - agnolo-gaddi_1350/gaddi-a_11.jpg,9
ArtemisArt/gaddi-a - agnolo-gaddi_1350/gaddi-a_7.jpg,9
ArtemisArt/gaddi-t - taddeo-gaddi_1300/gaddi-t_14.jpg,15
ArtemisArt/gaddi-t - taddeo-gaddi_1300/gaddi-t_21.jpg,8
ArtemisArt/gaddi-t - taddeo-gaddi_1300/gaddi-t_29.jpg,14
ArtemisArt/gaddi-t - taddeo-gaddi_1300/gaddi-t_8.jpg,15
ArtemisArt/gainsborough - thomas-gainsborough_1727/gainsborough_15.jpg,14
ArtemisArt/gainsborough - thomas-gainsborough_1727/gainsborough_22.jpg,14
ArtemisArt/gainsborough - thomas-gainsborough_1727/gainsborough_3.jpg,10
ArtemisArt/gainsborough - thomas-gainsborough_1727/gainsborough_9.jpg,14
ArtemisArt/gallen-kallela - akseli-gallen-kallela_1865/gallen-kallela_16.jpg,14
ArtemisArt/gallen-kallela - akseli-gallen-kallela_1865/gallen-kallela_23.jpg,14
ArtemisArt/gallen-kallela - akseli-gallen-kallela_1865/gallen-kallela_30.jpg,14
ArtemisArt/gallen-kallela - akseli-gallen-kallela_1865/gallen-kallela_9.jpg,14
ArtemisArt/garofalo - benvenuto-tisi-dit-il-garofalo_1481/garofalo_16.jpg,14
ArtemisArt/garofalo - benvenuto-tisi-dit-il-garofalo_1481/garofalo_7.jpg,2
ArtemisArt/garouste - gerard-garouste_1946/garouste_14.jpg,14
ArtemisArt/garouste - gerard-garouste_1946/garouste_21.jpg,14
ArtemisArt/garouste - gerard-garouste_1946/garouste_29.jpg,14
ArtemisArt/garouste - gerard-garouste_1946/garouste_36.jpg,14
ArtemisArt/garouste - gerard-garouste_1946/garouste_43.jpg,14
ArtemisArt/garouste - gerard-garouste_1946/garouste_50.jpg,14
ArtemisArt/garouste - gerard-garouste_1946/garouste_58.jpg,14
ArtemisArt/garouste - gerard-garouste_1946/garouste_65.jpg,2
ArtemisArt/garouste - gerard-garouste_1946/garouste_9.jpg,9
ArtemisArt/gauguin - paul-gauguin_1848/gauguin_16.jpg,14
ArtemisArt/gauguin - paul-gauguin_1848/gauguin_23.jpg,14
ArtemisArt/gauguin - paul-gauguin_1848/gauguin_30.jpg,14
ArtemisArt/gauguin - paul-gauguin_1848/gauguin_38.jpg,14
ArtemisArt/gauguin - paul-gauguin_1848/gauguin_45.jpg,14
ArtemisArt/gauguin - paul-gauguin_1848/gauguin_52.jpg,10
ArtemisArt/gauguin - paul-gauguin_1848/gauguin_6.jpg,10
ArtemisArt/gauguin - paul-gauguin_1848/gauguin_67.jpg,14
ArtemisArt/gauguin - paul-gauguin_1848/gauguin_74.jpg,14
ArtemisArt/gentileschi-a - artemisia-gentileschi_1593/gentileschi-a_12.jpg,14
ArtemisArt/gentileschi-a - artemisia-gentileschi_1593/gentileschi-a_2.jpg,14
ArtemisArt/gentileschi-a - artemisia-gentileschi_1593/gentileschi-a_27.jpg,14
ArtemisArt/gentileschi-a - artemisia-gentileschi_1593/gentileschi-a_34.jpg,10
ArtemisArt/gentileschi-a - artemisia-gentileschi_1593/gentileschi-a_41.jpg,10
ArtemisArt/gentileschi-o - orazio-lomo-dit-gentileschi_1563/gentileschi-o_10.jpg,14
ArtemisArt/gentileschi-o - orazio-lomo-dit-gentileschi_1563/gentileschi-o_18.jpg,14
ArtemisArt/gentileschi-o - orazio-lomo-dit-gentileschi_1563/gentileschi-o_6.jpg,10
ArtemisArt/gerard - francois-gerard-baron_1770/gerard_13.jpg,10
ArtemisArt/gerard - francois-gerard-baron_1770/gerard_20.jpg,5
ArtemisArt/gerard - francois-gerard-baron_1770/gerard_7.jpg,14
ArtemisArt/gericault - theodore-gericault_1791/gericault_14.jpg,14
ArtemisArt/gericault - theodore-gericault_1791/gericault_21.jpg,14
ArtemisArt/gericault - theodore-gericault_1791/gericault_29.jpg,10
ArtemisArt/gericault - theodore-gericault_1791/gericault_36.jpg,9
ArtemisArt/gericault - theodore-gericault_1791/gericault_43.jpg,10
ArtemisArt/gericault - theodore-gericault_1791/gericault_50.jpg,14
ArtemisArt/gericault - theodore-gericault_1791/gericault_58.jpg,14
ArtemisArt/gerome - jean-leon-gerome_1824/gerome_12.jpg,14
ArtemisArt/gerome - jean-leon-gerome_1824/gerome_9.jpg,12
ArtemisArt/ghirlandaio-d  - domenico-bigordi-dit-ghirlandaio_1448/ghirlandaio-d_16.jpg,14
ArtemisArt/ghirlandaio-d  - domenico-bigordi-dit-ghirlandaio_1448/ghirlandaio-d_23.jpg,14
ArtemisArt/ghirlandaio-d  - domenico-bigordi-dit-ghirlandaio_1448/ghirlandaio-d_30.jpg,15
ArtemisArt/ghirlandaio-d  - domenico-bigordi-dit-ghirlandaio_1448/ghirlandaio-d_38.jpg,14
ArtemisArt/ghirlandaio-d  - domenico-bigordi-dit-ghirlandaio_1448/ghirlandaio-d_9.jpg,2
